Position	Sample	Noise	Reads
4190	SWIFT25207647	0	4242
4191	SWIFT25207647	0	4242
4192	SWIFT25207647	0.00378608613345954	4242
4193	SWIFT25207647	0	4242
4194	SWIFT25207647	0	4242
4195	SWIFT25207647	0.000235793444942231	4242
4196	SWIFT25207647	0.000943841434638981	4242
4197	SWIFT25207647	0	4242
4198	SWIFT25207647	0.000707714083510262	4242
4199	SWIFT25207647	0.000471698113207547	4242
4200	SWIFT25207647	0.000235793444942231	4242
4201	SWIFT25207647	0.00141643059490085	4242
4202	SWIFT25207647	0	4242
4203	SWIFT25207647	0.000471698113207547	4242
4204	SWIFT25207647	0.000943841434638981	4242
4205	SWIFT25207647	0	4242
4206	SWIFT25207647	0.000235793444942231	4242
4207	SWIFT25207647	0.00141643059490085	4242
4208	SWIFT25207647	0	4242
4209	SWIFT25207647	0.000365430294171387	5475
4210	SWIFT25207647	0	5475
4211	SWIFT25207647	0	5475
4212	SWIFT25207647	0.000914076782449726	5475
4213	SWIFT25207647	0.000913742690058479	5477
4214	SWIFT25207647	0.000182515057492243	5480
4215	SWIFT25207647	0	5481
4216	SWIFT25207647	0	5481
4217	SWIFT25207647	0.000730326821252511	5481
4218	SWIFT25207647	0.00164473684210526	5481
4219	SWIFT25207647	0.00127877237851662	5481
4220	SWIFT25207647	0	5481
4221	SWIFT25207647	0.000547645125958379	5481
4222	SWIFT25207647	0.000182481751824818	5481
4223	SWIFT25207647	0	5481
4224	SWIFT25207647	0.000547645125958379	5481
4225	SWIFT25207647	0	5481
4226	SWIFT25207647	0.0020109689213894	5481
4227	SWIFT25207647	0	5481
4228	SWIFT25207647	0.000182481751824818	5481
4229	SWIFT25207647	0.000365030114984486	5481
4230	SWIFT25207647	0.000182481751824818	5481
4231	SWIFT25207647	0.000182481751824818	5481
4232	SWIFT25207647	0	5481
4233	SWIFT25207647	0.000913075237399562	5481
4234	SWIFT25207647	0	5481
4235	SWIFT25207647	0.00182781941144215	5481
4236	SWIFT25207647	0.0010958904109589	5481
4237	SWIFT25207647	0.000365096750638919	5480
4238	SWIFT25207647	0.000365096750638919	5480
4239	SWIFT25207647	0	5475
4240	SWIFT25207647	0.000732064421669107	5468
4241	SWIFT25207647	0.000920301859009755	5438
4242	SWIFT25207647	0.000368324125230203	5432
4243	SWIFT25207647	0.000368324125230203	5432
4244	SWIFT25207647	0	5432
4245	SWIFT25207647	0	5432
4246	SWIFT25207647	0	1239
4247	SWIFT25207647	0.00161681487469685	1239
4248	SWIFT25207647	0	1239
4249	SWIFT25207647	0	1239
4250	SWIFT25207647	0.00161681487469685	1239
4251	SWIFT25207647	0.000807754442649435	1239
4252	SWIFT25207647	0	1239
4253	SWIFT25207647	0	1239
4254	SWIFT25207647	0	1239
4255	SWIFT25207647	0.000807754442649435	1239
4256	SWIFT25207647	0	1239
4257	SWIFT25207647	0	1239
4258	SWIFT25207647	0.00242718446601942	1239
4259	SWIFT25207647	0	1239
4260	SWIFT25207647	0	1239
4261	SWIFT25207647	0	1239
4262	SWIFT25207647	0.000807754442649435	1239
4263	SWIFT25207647	0.00323886639676113	1239
4264	SWIFT25207647	0	1239
4265	SWIFT25207647	0	1239
4266	SWIFT25207647	0.000807754442649435	1239
4267	SWIFT25207647	0	1239
4268	SWIFT25207647	0	1239
4269	SWIFT25207647	0.000807754442649435	1239
4270	SWIFT25207647	0	1239
4271	SWIFT25207647	0.00161681487469685	1239
4272	SWIFT25207647	0	1239
4273	SWIFT25207647	0	1239
4274	SWIFT25207647	0.000807754442649435	1239
4275	SWIFT25207647	0.000807754442649435	1239
4276	SWIFT25207647	0	1239
4277	SWIFT25207647	0.00323886639676113	1239
4278	SWIFT25207647	0	1239
4279	SWIFT25207647	0.000807754442649435	1239
4280	SWIFT25207647	0	1239
4281	SWIFT25207647	0	1239
4282	SWIFT25207647	0	1239
4283	SWIFT25207647	0.00161681487469685	1239
4284	SWIFT25207647	0	1239
4285	SWIFT25207647	0	1239
4286	SWIFT25207647	0	1239
4287	SWIFT25207647	0.00323886639676113	1239
4288	SWIFT25207647	0	1239
4289	SWIFT25207647	0	1239
4290	SWIFT25207647	0.00242718446601942	1239
4291	SWIFT25207647	0	1239
4292	SWIFT25207647	0.00323886639676113	1239
4293	SWIFT25207647	0	1239
4294	SWIFT25207647	0.000807754442649435	1239
4295	SWIFT25207647	0	1239
4296	SWIFT25207647	0	1239
4297	SWIFT25207647	0.00405186385737439	1239
4298	SWIFT25207647	0	1239
4299	SWIFT25207647	0	1239
4300	SWIFT25207647	0.00323886639676113	1239
4301	SWIFT25207647	0.00405186385737439	1239
4302	SWIFT25207647	0	1239
4303	SWIFT25207647	0	5630
4304	SWIFT25207647	0	5638
4305	SWIFT25207647	0	5647
4306	SWIFT25207647	0.000177116542685087	5647
4307	SWIFT25207647	0.000353982300884956	5652
4308	SWIFT25207647	0.000530785562632696	5655
4309	SWIFT25207647	0.00053069166814081	5656
4310	SWIFT25207647	0.000353669319186561	5657
4311	SWIFT25207647	0	5657
4312	SWIFT25207647	0.000353982300884956	5652
4313	SWIFT25207647	0.000886053517632465	5648
4314	SWIFT25207647	0.000886053517632465	5648
4315	SWIFT25207647	0.000354233085370174	5648
4316	SWIFT25207647	0.000531443755535872	5648
4317	SWIFT25207647	0	4418
4318	SWIFT25207647	0.00226860254083485	4418
4319	SWIFT25207647	0	4418
4320	SWIFT25207647	0.0013599274705349	4418
4321	SWIFT25207647	0.00386275846398546	4418
4322	SWIFT25207647	0.00272355878347708	4418
4323	SWIFT25207647	0.000226398007697532	4418
4324	SWIFT25207647	0.000226398007697532	4418
4325	SWIFT25207647	0.000452898550724638	4418
4326	SWIFT25207647	0	4418
4327	SWIFT25207647	0.000226398007697532	4418
4328	SWIFT25207647	0.000226398007697532	4418
4329	SWIFT25207647	0.000452898550724638	4418
4330	SWIFT25207647	0	4418
4331	SWIFT25207647	0	4418
4332	SWIFT25207647	0.000679501698754247	4418
4333	SWIFT25207647	0.000906207521522429	4418
4334	SWIFT25207647	0.000906207521522429	4418
4335	SWIFT25207647	0	4418
4336	SWIFT25207647	0.000906207521522429	4418
4337	SWIFT25207647	0.000226398007697532	4418
4338	SWIFT25207647	0	4418
4339	SWIFT25207647	0.00158694173656767	4418
4340	SWIFT25207647	0	4418
4341	SWIFT25207647	0.000679501698754247	4418
4342	SWIFT25207647	0.00113301608882846	4418
4343	SWIFT25207647	0.00158694173656767	4418
4344	SWIFT25207647	0.000226398007697532	4418
4345	SWIFT25207647	0	4418
4346	SWIFT25207647	0.000226398007697532	4418
4347	SWIFT25207647	0	4418
4348	SWIFT25207647	0.000452898550724638	4418
4349	SWIFT25207647	0.0013599274705349	4418
4350	SWIFT25207647	0.00113301608882846	4418
4351	SWIFT25207647	0.0013599274705349	4418
4352	SWIFT25207647	0.000226398007697532	4418
4353	SWIFT25207647	0	4418
4354	SWIFT25207647	0	4418
4355	SWIFT25207647	0.000906207521522429	4418
4356	SWIFT25207647	0.000679501698754247	4418
4357	SWIFT25207647	0.000452898550724638	4418
4358	SWIFT25207647	0	4418
4359	SWIFT25207647	0.0013599274705349	4418
4360	SWIFT25207647	0.000452898550724638	4418
4361	SWIFT25207647	0.000452898550724638	4418
4362	SWIFT25207647	0	4418
4363	SWIFT25207647	0.000452898550724638	4418
4364	SWIFT25207647	0.000906207521522429	4418
4365	SWIFT25207647	0	4418
4366	SWIFT25207647	0.000679501698754247	4418
4367	SWIFT25207647	0.000226398007697532	4418
4368	SWIFT25207647	0	4418
4369	SWIFT25207647	0.00158694173656767	4418
4370	SWIFT25207647	0.00226860254083485	4418
4371	SWIFT25207647	0.000452898550724638	4418
4372	SWIFT25207647	0.000226398007697532	4418
4373	SWIFT25207647	0.0013599274705349	4418
4374	SWIFT25207647	0.00113301608882846	4418
4375	SWIFT25207647	0	4418
4376	SWIFT25207647	0	4418
4377	SWIFT25207647	0.000906207521522429	4418
4378	SWIFT25207647	0.000452898550724638	4418
4379	SWIFT25207647	0.000226398007697532	4418
4380	SWIFT25207647	0	4418
4381	SWIFT25207647	0.000226398007697532	4418
4382	SWIFT25207647	0.00113301608882846	4418
4383	SWIFT25207647	0	4418
4384	SWIFT25207647	0.00272355878347708	4418
4385	SWIFT25207647	0	4418
4386	SWIFT25207647	0.00158694173656767	4418
4387	SWIFT25207647	0.000226398007697532	4418
4388	SWIFT25207647	0.0013599274705349	4418
4389	SWIFT25207647	0.0018140589569161	4418
4390	SWIFT25207647	0.000226398007697532	4418
4391	SWIFT25207647	0.000226398007697532	4418
4392	SWIFT25207647	0.000226398007697532	4418
4393	SWIFT25207647	0.000679501698754247	4418
4394	SWIFT25207647	0.000226398007697532	4418
4395	SWIFT25207647	0.000679501698754247	4418
4396	SWIFT25207647	0.000226500566251416	4416
4397	SWIFT25207647	0.000226654578422484	4413
4398	SWIFT25207647	0.000226757369614512	4411
4399	SWIFT25207647	0.000454442172233583	4403
4400	SWIFT25207647	0	4403
4401	SWIFT25207647	0	4401
4402	SWIFT25207647	0	7740
4403	SWIFT25207647	0	3344
4404	SWIFT25207647	0	3345
4405	SWIFT25207647	0	3345
4406	SWIFT25207647	0	3349
4407	SWIFT25207647	0.00149432157800359	3351
4408	SWIFT25207647	0	3351
4409	SWIFT25207647	0	3351
4410	SWIFT25207647	0	3351
4411	SWIFT25207647	0.000597193191997611	3351
4412	SWIFT25207647	0.000597193191997611	3351
4413	SWIFT25207647	0.000597193191997611	3351
4414	SWIFT25207647	0.00119510008963251	3351
4415	SWIFT25207647	0	3351
4416	SWIFT25207647	0.000597193191997611	3351
4417	SWIFT25207647	0.00119510008963251	3351
4418	SWIFT25207647	0.000298507462686567	3351
4419	SWIFT25207647	0.00179372197309417	3351
4420	SWIFT25207647	0.000298507462686567	3351
4421	SWIFT25207647	0.00179372197309417	3351
4422	SWIFT25207647	0.00119510008963251	3351
4423	SWIFT25207647	0.000896057347670251	3351
4424	SWIFT25207647	0.000298507462686567	3351
4425	SWIFT25207647	0.000597193191997611	3351
4426	SWIFT25207647	0.000298507462686567	3351
4427	SWIFT25207647	0	3351
4428	SWIFT25207647	0.000298507462686567	3351
4429	SWIFT25207647	0	3351
4430	SWIFT25207647	0.000298507462686567	3351
4431	SWIFT25207647	0.000298507462686567	3351
4432	SWIFT25207647	0.000597193191997611	3351
4433	SWIFT25207647	0.0020933014354067	3351
4434	SWIFT25207647	0.000597193191997611	3351
4435	SWIFT25207647	0.000896057347670251	3351
4436	SWIFT25207647	0.000896057347670251	3351
4437	SWIFT25207647	0	3351
4438	SWIFT25207647	0.00149432157800359	3351
4439	SWIFT25207647	0	3351
4440	SWIFT25207647	0	3351
4441	SWIFT25207647	0.000298507462686567	3351
4442	SWIFT25207647	0.000597193191997611	3351
4443	SWIFT25207647	0.000298507462686567	3351
4444	SWIFT25207647	0.000298507462686567	3351
4445	SWIFT25207647	0	3351
4446	SWIFT25207647	0.0020933014354067	3351
4447	SWIFT25207647	0.00119510008963251	3351
4448	SWIFT25207647	0.000896057347670251	3351
4449	SWIFT25207647	0	3351
4450	SWIFT25207647	0	3351
4451	SWIFT25207647	0.000597193191997611	3351
4452	SWIFT25207647	0.000597193191997611	3351
4453	SWIFT25207647	0	3351
4454	SWIFT25207647	0.000597193191997611	3351
4455	SWIFT25207647	0.00149432157800359	3351
4456	SWIFT25207647	0.000298507462686567	3351
4457	SWIFT25207647	0.000298507462686567	3351
4458	SWIFT25207647	0	4204
4459	SWIFT25207647	0	4204
4460	SWIFT25207647	0	4205
4461	SWIFT25207647	0	4205
4462	SWIFT25207647	0	4210
4463	SWIFT25207647	0	4211
4464	SWIFT25207647	0	4212
4465	SWIFT25207647	0.000712758374910905	4212
4466	SWIFT25207647	0	4212
4467	SWIFT25207647	0	4212
4468	SWIFT25207647	0	4212
4469	SWIFT25207647	0	4212
4470	SWIFT25207647	0	4212
4471	SWIFT25207647	0.000475059382422803	4212
4472	SWIFT25207647	0.000237473284255521	4212
4473	SWIFT25207647	0.00118849536486808	4212
4474	SWIFT25207647	0	4212
4475	SWIFT25207647	0.000475059382422803	4212
4476	SWIFT25207647	0.00118849536486808	4212
4477	SWIFT25207647	0	4212
4478	SWIFT25207647	0.000237473284255521	4212
4479	SWIFT25207647	0.00190294957183635	4212
4480	SWIFT25207647	0.000237473284255521	4212
4481	SWIFT25207647	0	4212
4482	SWIFT25207647	0.000712758374910905	4212
4483	SWIFT25207647	0.000237473284255521	4212
4484	SWIFT25207647	0.00261842418471792	4212
4485	SWIFT25207647	0.000950570342205323	4212
4486	SWIFT25207647	0	4212
4487	SWIFT25207647	0	4212
4488	SWIFT25207647	0.000475059382422803	4212
4489	SWIFT25207647	0.000475059382422803	4212
4490	SWIFT25207647	0.00118849536486808	4212
4491	SWIFT25207647	0.000712758374910905	4212
4492	SWIFT25207647	0.000237473284255521	4212
4493	SWIFT25207647	0.000237473284255521	4212
4494	SWIFT25207647	0.000237473284255521	4212
4495	SWIFT25207647	0.00405244338498212	4212
4496	SWIFT25207647	0.000237529691211401	4211
4497	SWIFT25207647	0.00214438884917798	4206
4498	SWIFT25207647	0.000237981913374584	4203
4499	SWIFT25207647	0	4190
4500	SWIFT25207647	0.00023872045834328	4190
4501	SWIFT25207647	0.000478697941598851	4180
4502	SWIFT25207647	0.000239291696578129	4180
4503	SWIFT25207647	0.00232828870779977	861
4504	SWIFT25207647	0	861
4505	SWIFT25207647	0	861
4506	SWIFT25207647	0.0058411214953271	861
4507	SWIFT25207647	0	861
4508	SWIFT25207647	0	861
4509	SWIFT25207647	0	861
4510	SWIFT25207647	0	861
4511	SWIFT25207647	0	861
4512	SWIFT25207647	0.00116279069767442	861
4513	SWIFT25207647	0	861
4514	SWIFT25207647	0	861
4515	SWIFT25207647	0	861
4516	SWIFT25207647	0	861
4517	SWIFT25207647	0	861
4518	SWIFT25207647	0.00116279069767442	861
4519	SWIFT25207647	0.00116279069767442	861
4520	SWIFT25207647	0.00116279069767442	861
4521	SWIFT25207647	0.00116279069767442	861
4522	SWIFT25207647	0.00116279069767442	861
4523	SWIFT25207647	0.00116279069767442	861
4524	SWIFT25207647	0.00116279069767442	861
4525	SWIFT25207647	0.00116279069767442	861
4526	SWIFT25207647	0.00116279069767442	861
4527	SWIFT25207647	0.00116279069767442	861
4528	SWIFT25207647	0.00232828870779977	861
4529	SWIFT25207647	0	861
4530	SWIFT25207647	0	861
4531	SWIFT25207647	0	861
4532	SWIFT25207647	0	861
4533	SWIFT25207647	0	861
4534	SWIFT25207647	0	861
4535	SWIFT25207647	0.0058411214953271	861
4536	SWIFT25207647	0	861
4537	SWIFT25207647	0	861
4538	SWIFT25207647	0	861
4539	SWIFT25207647	0	861
4540	SWIFT25207647	0	861
4541	SWIFT25207647	0	861
4542	SWIFT25207647	0	861
4543	SWIFT25207647	0	861
4544	SWIFT25207647	0.0058411214953271	861
4545	SWIFT25207647	0.0034965034965035	861
4546	SWIFT25207647	0.00116279069767442	861
4547	SWIFT25207647	0	861
4548	SWIFT25207647	0	861
4549	SWIFT25207647	0	861
4550	SWIFT25207647	0.0034965034965035	861
4551	SWIFT25207647	0.00232828870779977	861
4552	SWIFT25207647	0	861
4553	SWIFT25207647	0	861
4554	SWIFT25207647	0	861
4555	SWIFT25207647	0	861
4556	SWIFT25207647	0.00116279069767442	861
4557	SWIFT25207647	0	861
4558	SWIFT25207647	0.00234192037470726	856
4559	SWIFT25207647	0	855
4560	SWIFT25207647	0	855
4561	SWIFT25207647	0	854
4562	SWIFT25207647	0	854
4563	SWIFT25207647	0	6313
4564	SWIFT25207647	0	6313
4565	SWIFT25207647	0	6313
4566	SWIFT25207647	0.000629227623092654	6361
4567	SWIFT25207647	0	6367
4568	SWIFT25207647	0.000627844922304191	6375
4569	SWIFT25207647	0.000470809792843691	6375
4570	SWIFT25207647	0	6376
4571	SWIFT25207647	0.000470735917150479	6376
4572	SWIFT25207647	0.00109907363793374	6376
4573	SWIFT25207647	0	6376
4574	SWIFT25207647	0.000627746390458255	6376
4575	SWIFT25207647	0.00520258552735299	6376
4576	SWIFT25207647	0.000784806152880239	6376
4577	SWIFT25207647	0.000156862745098039	6376
4578	SWIFT25207647	0.000156862745098039	6376
4579	SWIFT25207647	0.000784806152880239	6376
4580	SWIFT25207647	0.00109907363793374	6376
4581	SWIFT25207647	0.000313774709758393	6376
4582	SWIFT25207647	0.000941915227629513	6376
4583	SWIFT25207647	0.000313774709758393	6376
4584	SWIFT25207647	0.000627746390458255	6376
4585	SWIFT25207647	0	6376
4586	SWIFT25207647	0.000156862745098039	6376
4587	SWIFT25207647	0	6376
4588	SWIFT25207647	0.000156862745098039	6376
4589	SWIFT25207647	0.000627746390458255	6376
4590	SWIFT25207647	0.000313774709758393	6376
4591	SWIFT25207647	0	6376
4592	SWIFT25207647	0.00188560653676933	6376
4593	SWIFT25207647	0.000156862745098039	6376
4594	SWIFT25207647	0.000941915227629513	6376
4595	SWIFT25207647	0.000313774709758393	6376
4596	SWIFT25207647	0.00472738733060195	6376
4597	SWIFT25207647	0.000156862745098039	6376
4598	SWIFT25207647	0.000156862745098039	6376
4599	SWIFT25207647	0.000627746390458255	6376
4600	SWIFT25207647	0.00141353855819067	6376
4601	SWIFT25207647	0.000470735917150479	6376
4602	SWIFT25207647	0.000313774709758393	6376
4603	SWIFT25207647	0	6376
4604	SWIFT25207647	0	6376
4605	SWIFT25207647	0.000156862745098039	6376
4606	SWIFT25207647	0.00141353855819067	6376
4607	SWIFT25207647	0.000313774709758393	6376
4608	SWIFT25207647	0.000156862745098039	6376
4609	SWIFT25207647	0.000156862745098039	6376
4610	SWIFT25207647	0.000470735917150479	6376
4611	SWIFT25207647	0.000156862745098039	6376
4612	SWIFT25207647	0.000313774709758393	6376
4613	SWIFT25207647	0	6376
4614	SWIFT25207647	0.000156862745098039	6376
4615	SWIFT25207647	0.000470735917150479	6376
4616	SWIFT25207647	0	6376
4617	SWIFT25207647	0	6376
4618	SWIFT25207647	0.000156862745098039	6376
4619	SWIFT25207647	0.000313774709758393	6376
4620	SWIFT25207647	0.000784806152880239	6376
4621	SWIFT25207647	0.000313774709758393	6376
4622	SWIFT25207647	0.000156862745098039	6376
4623	SWIFT25207647	0.000784806152880239	6376
4624	SWIFT25207647	0.000313774709758393	6376
4625	SWIFT25207647	0.000313774709758393	6376
4626	SWIFT25207647	0	6376
4627	SWIFT25207647	0.00157084511467169	6376
4628	SWIFT25207647	0	6376
4629	SWIFT25207647	0.000156862745098039	6376
4630	SWIFT25207647	0.000470735917150479	6376
4631	SWIFT25207647	0.000156862745098039	6376
4632	SWIFT25207647	0.000627746390458255	6376
4633	SWIFT25207647	0.00204306144900204	6376
4634	SWIFT25207647	0.000156862745098039	6376
4635	SWIFT25207647	0.00157084511467169	6376
4636	SWIFT25207647	0.000313774709758393	6376
4637	SWIFT25207647	0.000627746390458255	6376
4638	SWIFT25207647	0	6376
4639	SWIFT25207647	0.000313774709758393	6376
4640	SWIFT25207647	0.000313774709758393	6376
4641	SWIFT25207647	0.000313774709758393	6376
4642	SWIFT25207647	0.000784806152880239	6376
4643	SWIFT25207647	0.000156862745098039	6376
4644	SWIFT25207647	0.000941915227629513	6376
4645	SWIFT25207647	0.000313774709758393	6376
4646	SWIFT25207647	0.000313774709758393	6376
4647	SWIFT25207647	0.000941915227629513	6376
4648	SWIFT25207647	0.00109907363793374	6376
4649	SWIFT25207647	0.000156862745098039	6376
4650	SWIFT25207647	0.000627746390458255	6376
4651	SWIFT25207647	0.000156862745098039	6376
4652	SWIFT25207647	0.000156862745098039	6376
4653	SWIFT25207647	0	6376
4654	SWIFT25207647	0.000156862745098039	6376
4655	SWIFT25207647	0	6376
4656	SWIFT25207647	0.000313823944766986	6375
4657	SWIFT25207647	0	6374
4658	SWIFT25207647	0.000943099654196794	6368
4659	SWIFT25207647	0.000923894214112484	8667
4660	SWIFT25207647	0	8662
4661	SWIFT25207647	0.00023094688221709	8662
4662	SWIFT25207647	0	8662
4663	SWIFT25207647	0	8666
4664	SWIFT25207647	0	2313
4665	SWIFT25207647	0.000865426222414539	2313
4666	SWIFT25207647	0	2314
4667	SWIFT25207647	0	2314
4668	SWIFT25207647	0.000432338953739732	2314
4669	SWIFT25207647	0.00129813933362181	2314
4670	SWIFT25207647	0	2315
4671	SWIFT25207647	0.000432152117545376	2315
4672	SWIFT25207647	0	2315
4673	SWIFT25207647	0.00216450216450216	2315
4674	SWIFT25207647	0.000432152117545376	2315
4675	SWIFT25207647	0.000432152117545376	2315
4676	SWIFT25207647	0	2315
4677	SWIFT25207647	0.00129757785467128	2315
4678	SWIFT25207647	0.000864677907479464	2315
4679	SWIFT25207647	0.00129757785467128	2315
4680	SWIFT25207647	0.000432152117545376	2315
4681	SWIFT25207647	0.000432152117545376	2315
4682	SWIFT25207647	0	2315
4683	SWIFT25207647	0.000864677907479464	2315
4684	SWIFT25207647	0.000432152117545376	2315
4685	SWIFT25207647	0.00129757785467128	2315
4686	SWIFT25207647	0	2315
4687	SWIFT25207647	0.000432152117545376	2315
4688	SWIFT25207647	0	2315
4689	SWIFT25207647	0	2315
4690	SWIFT25207647	0.00173085244482908	2315
4691	SWIFT25207647	0	2315
4692	SWIFT25207647	0	2315
4693	SWIFT25207647	0.00259852750108272	2315
4694	SWIFT25207647	0.00173085244482908	2315
4695	SWIFT25207647	0	2315
4696	SWIFT25207647	0	2315
4697	SWIFT25207647	0.000864677907479464	2315
4698	SWIFT25207647	0	2315
4699	SWIFT25207647	0	2315
4700	SWIFT25207647	0.00129757785467128	2315
4701	SWIFT25207647	0	2315
4702	SWIFT25207647	0.000432152117545376	2315
4703	SWIFT25207647	0.000432152117545376	2315
4704	SWIFT25207647	0	2315
4705	SWIFT25207647	0.000864677907479464	2315
4706	SWIFT25207647	0	2315
4707	SWIFT25207647	0	2315
4708	SWIFT25207647	0.000432152117545376	2315
4709	SWIFT25207647	0	2315
4710	SWIFT25207647	0	2315
4711	SWIFT25207647	0.000432152117545376	2315
4712	SWIFT25207647	0.00783630822812364	2315
4713	SWIFT25207647	0	2315
4714	SWIFT25207647	0	5061
4715	SWIFT25207647	0	5061
4716	SWIFT25207647	0.000197550375345713	5063
4717	SWIFT25207647	0.000197550375345713	5063
4718	SWIFT25207647	0.000790357636830666	5065
4719	SWIFT25207647	0.000592300098716683	5068
4720	SWIFT25207647	0.00098755678451511	5068
4721	SWIFT25207647	0.000197355437142293	5068
4722	SWIFT25207647	0.000592300098716683	5068
4723	SWIFT25207647	0	5068
4724	SWIFT25207647	0.000394788787998421	5068
4725	SWIFT25207647	0.000789889415481833	5068
4726	SWIFT25207647	0	5068
4727	SWIFT25207647	0	5068
4728	SWIFT25207647	0.000592300098716683	5068
4729	SWIFT25207647	0.000394788787998421	5068
4730	SWIFT25207647	0	5068
4731	SWIFT25207647	0	5068
4732	SWIFT25207647	0	5068
4733	SWIFT25207647	0	5068
4734	SWIFT25207647	0	5068
4735	SWIFT25207647	0	5068
4736	SWIFT25207647	0.000197355437142293	5068
4737	SWIFT25207647	0.000789889415481833	5068
4738	SWIFT25207647	0.000789889415481833	5068
4739	SWIFT25207647	0.00158102766798419	5068
4740	SWIFT25207647	0	5068
4741	SWIFT25207647	0.000394788787998421	5068
4742	SWIFT25207647	0.000789889415481833	5068
4743	SWIFT25207647	0	5067
4744	SWIFT25207647	0.000592417061611374	5067
4745	SWIFT25207647	0.000593002569677802	5062
4746	SWIFT25207647	0	5054
4747	SWIFT25207647	0.000198137507430157	5048
4748	SWIFT25207647	0.00099147332936744	5048
4749	SWIFT25207647	0.000198255352894528	5045
4750	SWIFT25207647	0.000396667988893296	5044
4751	SWIFT25207647	0.000727008360596147	2753
4752	SWIFT25207647	0	2753
4753	SWIFT25207647	0	2753
4754	SWIFT25207647	0	2753
4755	SWIFT25207647	0.000363372093023256	2753
4756	SWIFT25207647	0	2753
4757	SWIFT25207647	0.00109090909090909	2753
4758	SWIFT25207647	0.000363372093023256	2753
4759	SWIFT25207647	0.00145507457257184	2753
4760	SWIFT25207647	0	2753
4761	SWIFT25207647	0	2753
4762	SWIFT25207647	0	2753
4763	SWIFT25207647	0	2753
4764	SWIFT25207647	0.000363372093023256	2753
4765	SWIFT25207647	0.000727008360596147	2753
4766	SWIFT25207647	0	2753
4767	SWIFT25207647	0	2753
4768	SWIFT25207647	0.00254916241806264	2753
4769	SWIFT25207647	0	2753
4770	SWIFT25207647	0.000363372093023256	2753
4771	SWIFT25207647	0.000363372093023256	2753
4772	SWIFT25207647	0.000727008360596147	2753
4773	SWIFT25207647	0.000363372093023256	2753
4774	SWIFT25207647	0.00109090909090909	2753
4775	SWIFT25207647	0.000727008360596147	2753
4776	SWIFT25207647	0	2753
4777	SWIFT25207647	0.000727008360596147	2753
4778	SWIFT25207647	0	2753
4779	SWIFT25207647	0	2753
4780	SWIFT25207647	0	2753
4781	SWIFT25207647	0	2753
4782	SWIFT25207647	0	2753
4783	SWIFT25207647	0.00109090909090909	2753
4784	SWIFT25207647	0.000363372093023256	2753
4785	SWIFT25207647	0.000363372093023256	2753
4786	SWIFT25207647	0.000727008360596147	2753
4787	SWIFT25207647	0	2753
4788	SWIFT25207647	0	2753
4789	SWIFT25207647	0.000363372093023256	2753
4790	SWIFT25207647	0.000363372093023256	2753
4791	SWIFT25207647	0	2753
4792	SWIFT25207647	0	2753
4793	SWIFT25207647	0	2753
4794	SWIFT25207647	0	2753
4795	SWIFT25207647	0.000727008360596147	2753
4796	SWIFT25207647	0	2753
4797	SWIFT25207647	0.000363372093023256	2753
4798	SWIFT25207647	0.000727008360596147	2753
4799	SWIFT25207647	0.000727008360596147	2753
4800	SWIFT25207647	0	2753
4801	SWIFT25207647	0.000363372093023256	2753
4802	SWIFT25207647	0.00109090909090909	2753
4803	SWIFT25207647	0.000363372093023256	2753
4804	SWIFT25207647	0	2753
4805	SWIFT25207647	0.000363372093023256	2753
4806	SWIFT25207647	0.000363372093023256	2753
4807	SWIFT25207647	0	2753
4808	SWIFT25207647	0.0021849963583394	2752
4809	SWIFT25207647	0.000364564345607	2744
4810	SWIFT25207647	0	2741
4811	SWIFT25207647	0	5227
4812	SWIFT25207647	0	5227
4813	SWIFT25207647	0.000191350937619594	5227
4814	SWIFT25207647	0.00160965794768612	2489
4815	SWIFT25207647	0.000395413206801107	2530
4816	SWIFT25207647	0	2560
4817	SWIFT25207647	0	2571
4818	SWIFT25207647	0	2575
4819	SWIFT25207647	0	2575
4820	SWIFT25207647	0.000388500388500389	2575
4821	SWIFT25207647	0	2575
4822	SWIFT25207647	0	2575
4823	SWIFT25207647	0	2575
4824	SWIFT25207647	0	2575
4825	SWIFT25207647	0.000388500388500389	2575
4826	SWIFT25207647	0.000388500388500389	2575
4827	SWIFT25207647	0	2575
4828	SWIFT25207647	0	2575
4829	SWIFT25207647	0	2575
4830	SWIFT25207647	0.000388500388500389	2575
4831	SWIFT25207647	0.000388500388500389	2575
4832	SWIFT25207647	0	2575
4833	SWIFT25207647	0.000388500388500389	2575
4834	SWIFT25207647	0	2575
4835	SWIFT25207647	0	2575
4836	SWIFT25207647	0	2575
4837	SWIFT25207647	0.00155581485803189	2575
4838	SWIFT25207647	0.00155581485803189	2575
4839	SWIFT25207647	0.000388500388500389	2575
4840	SWIFT25207647	0.000388500388500389	2575
4841	SWIFT25207647	0.000388500388500389	2575
4842	SWIFT25207647	0.000777302759424796	2575
4843	SWIFT25207647	0	2575
4844	SWIFT25207647	0	2575
4845	SWIFT25207647	0	2575
4846	SWIFT25207647	0.00155581485803189	2575
4847	SWIFT25207647	0	2575
4848	SWIFT25207647	0.000388500388500389	2575
4849	SWIFT25207647	0.000777302759424796	2575
4850	SWIFT25207647	0.000388500388500389	2575
4851	SWIFT25207647	0.000388500388500389	2575
